id,country,poor
418,A,0.999995931611
41249,A,9.29122068131e-08
16205,A,0.999413448012
97501,A,1.9091334979e-09
67756,A,0.995510558392
17938,A,1.35499958222e-05
19036,A,1.00753996748e-11
61587,A,0.110257425286
57571,A,0.998161906859
64203,A,0.0720654362504
30762,A,0.999966537499
41072,A,0.000239351546275
46727,A,5.00614862159e-08
78263,A,0.710780871356
58110,A,0.00028037845442
13124,A,0.999997295711
71752,A,0.747934596256
75036,A,0.0262720146965
68309,A,0.868225603405
5668,A,0.000358411057419
27937,A,4.47762523814e-08
60163,A,1.44599796563e-09
97835,A,1.02421296629e-08
7186,A,0.000162550515997
36143,A,0.568226726892
3465,A,0.36734698859
29970,A,0.000342494990202
60973,A,0.998115429685
31451,A,8.50818190101e-14
82565,A,0.000678822176685
7160,A,0.99781307597
55644,A,0.999083108508
67347,A,0.713042908718
67980,A,0.999886021553
3941,A,0.999999999845
37733,A,0.973970815347
14312,A,0.999321528843
33905,A,0.999999799541
34048,A,0.000113567480889
30841,A,0.945281758753
66811,A,0.990545472479
19355,A,0.000379779892561
32371,A,0.00409496260201
9370,A,0.993661413397
44995,A,0.697721449291
78395,A,0.999952751031
98886,A,0.999634347009
6364,A,0.999926213741
96637,A,2.60683915598e-05
8007,A,0.171682080107
68662,A,2.22551394593e-13
84129,A,0.999745023019
28419,A,0.99979361263
36223,A,0.99849098989
89997,A,0.0107291434881
2014,A,3.63937080217e-07
64344,A,2.71594497319e-07
27605,A,0.990955204434
75725,A,0.0363191006239
13703,A,4.03221065236e-06
56579,A,0.999910128445
71352,A,0.997388500508
30580,A,0.203243362074
61719,A,0.997408595568
46701,A,0.274274535174
58792,A,0.00248886348113
21795,A,0.997374223932
89821,A,0.74485227752
40888,A,0.0857224181235
61276,A,0.997277476882
21635,A,0.999570013428
39822,A,0.942121416916
56597,A,0.122456869992
89350,A,1.48638488991e-06
54128,A,0.997936360493
48435,A,8.47641207393e-06
16642,A,0.312452633137
97330,A,0.867721789469
43863,A,0.403833113926
63177,A,0.371197092854
72054,A,5.88580303285e-14
5435,A,0.280119905355
34168,A,0.997997377521
99214,A,0.0130820719929
55216,A,0.999758644182
91361,A,0.999981515865
88552,A,1.4471833722e-05
16461,A,0.999987751268
62843,A,0.963434124706
9365,A,0.991862523554
3919,A,0.730637241242
3475,A,0.995162532448
28437,A,2.61848806497e-07
65891,A,0.998691752782
16408,A,0.00364617974467
80229,A,0.000730521441889
80092,A,0.998040227652
9034,A,0.0280858907884
95006,A,1.08823453715e-05
26614,A,6.00909130934e-08
14155,A,0.752005556071
175,A,0.999670435365
11855,A,0.998676529522
87429,A,0.992721579303
19276,A,0.999975985522
28524,A,1.0650225329e-05
52062,A,0.998044376043
54837,A,0.821462107401
50411,A,0.998991599538
15859,A,0.999665217565
6544,A,0.997129736166
63085,A,0.323329949266
93525,A,0.978542361795
7089,A,0.998974430486
29028,A,0.066778710706
10228,A,7.53593257168e-05
11000,A,0.000437449370552
39317,A,0.012918750108
53722,A,8.26044183553e-17
22735,A,4.65562283305e-10
86326,A,4.69670639459e-10
13015,A,0.999252948633
83434,A,0.238392003483
95951,A,0.552062801918
35789,A,0.689289500018
92070,A,0.946575120971
29877,A,0.00991607043254
11670,A,0.67926817194
30491,A,0.99771002792
78548,A,0.999999921116
70612,A,0.999630870436
44361,A,0.00155445218017
77828,A,0.999999999584
72156,A,0.986620209103
86101,A,0.931444664612
75241,A,0.988963615923
35530,A,0.999600106028
42407,A,0.000706751572558
22616,A,0.0246042982071
29041,A,0.994165736447
69778,A,1.61190067685e-06
75084,A,0.597287986467
30574,A,0.0208886557542
80716,A,0.496553772967
87892,A,0.999715098411
91269,A,0.000133730310706
91947,A,3.61561920787e-07
45831,A,0.583808031565
98482,A,0.0014534817128
28179,A,0.9555998729
98825,A,1.52488843688e-09
1101,A,4.99314520424e-11
2241,A,4.44514823949e-14
25718,A,0.999999231922
30902,A,0.996851674686
8423,A,0.999842175295
39033,A,0.999970874864
73916,A,0.998296446475
17478,A,0.925353265588
86283,A,2.79826804212e-06
41579,A,0.999927846205
84576,A,0.252663552799
63065,A,3.69021935155e-13
68360,A,0.998326820673
44092,A,0.0338362653423
13310,A,0.132368124816
83761,A,0.999999999924
83276,A,0.000221211001773
85353,A,0.996014166997
26791,A,0.985967443393
23898,A,0.877539424345
62311,A,0.13264024223
31530,A,0.938982485557
89156,A,1.42609279148e-06
12991,A,1.77399508061e-05
18332,A,2.70749214697e-07
48546,A,0.006345303681
57081,A,0.991871942069
27653,A,4.12102327479e-07
52928,A,1.42791883144e-07
66053,A,0.0106037463747
5032,A,0.979211597263
31297,A,0.721692622468
64582,A,0.394154463393
57003,A,0.00139345322645
8274,A,6.43545401206e-08
56312,A,0.869888839985
97874,A,9.65706315956e-05
16559,A,5.17071983318e-09
17203,A,0.999764056054
36667,A,0.0675850178917
80486,A,4.97773429045e-14
76722,A,5.81096218975e-10
47789,A,8.13768971212e-09
70456,A,0.00520990432723
47415,A,0.000487579288365
12804,A,1.08714631546e-05
83822,A,0.999979705228
32238,A,0.999707582047
54601,A,0.00450481300624
94263,A,1.75460686392e-06
85685,A,0.000229469214225
10657,A,0.974011200748
74097,A,7.23323360403e-12
86562,A,0.000480665985182
12410,A,0.000365327170508
26132,A,0.997372014286
83577,A,0.057277900627
19690,A,0.99999282906
52773,A,0.179286958085
49483,A,0.000202961416396
16719,A,0.243846188507
20322,A,0.00590791183592
47897,A,0.740351839081
73692,A,0.310398399267
31916,A,0.997609967916
68075,A,0.998845827212
93627,A,0.999174814256
84374,A,0.999965708583
63891,A,5.19193126256e-05
59028,A,4.3470061269e-14
43003,A,0.763771804643
95033,A,0.993541229801
48279,A,0.00158782780062
71913,A,0.997175334832
91196,A,4.0588969788e-18
46483,A,0.999999999928
28667,A,0.000496928483117
23079,A,0.999999097542
58649,A,1.37349018909e-09
64041,A,2.17095375036e-08
55689,A,2.06066619128e-07
81716,A,0.999955713736
58514,A,0.000267631143485
20052,A,0.902942493083
53456,A,0.999999999878
2512,A,0.614637832301
86890,A,3.07920137612e-09
81192,A,0.989247474758
66417,A,7.7773962158e-05
8419,A,0.999941956338
32564,A,2.21194383021e-05
34393,A,0.0192872692006
7057,A,0.000247994913673
50304,A,0.968726781911
41824,A,3.92066135474e-06
70043,A,2.22864881319e-12
94091,A,1.96043645255e-09
11420,A,0.0776372914259
68757,A,0.999911464841
75702,A,0.961157605167
92710,A,0.999593036514
28071,A,0.999550954721
24826,A,0.000160695350165
89112,A,0.999902455265
18848,A,0.00803232888964
55655,A,0.000158245022661
79168,A,0.00076321918213
66354,A,0.0162095821194
67873,A,9.64731148769e-15
75991,A,0.999960620433
40607,A,0.141141209254
20723,A,0.848652797482
13357,A,0.000345651925928
46355,A,8.74747521523e-09
