id,country,poor
418,A,0.992296081902
41249,A,0.000140511819057
16205,A,0.937999400368
97501,A,5.63426686375e-05
67756,A,0.956065849559
17938,A,0.00011084268187
19036,A,6.94266291196e-07
61587,A,0.0592666429721
57571,A,0.694373164721
64203,A,0.450065601441
30762,A,0.998461229168
41072,A,0.0205001139294
46727,A,0.0393042362639
78263,A,0.690525760514
58110,A,0.0259363049557
13124,A,0.998051446275
71752,A,0.638178493384
75036,A,0.461267475721
68309,A,0.923120403048
5668,A,0.00211491352392
27937,A,6.27913679605e-05
60163,A,0.00061196559313
97835,A,1.55994525754e-05
7186,A,0.00741216750682
36143,A,0.255882113048
3465,A,0.741005278144
29970,A,0.0613579719778
60973,A,0.959089698938
31451,A,3.47450564584e-10
82565,A,0.0911602207421
7160,A,0.956871386309
55644,A,0.986958884306
67347,A,0.489861781067
67980,A,0.958282283037
3941,A,0.999969007766
37733,A,0.837256888266
14312,A,0.968078581462
33905,A,0.989762816345
34048,A,0.0186074343053
30841,A,0.928147937151
66811,A,0.944185319511
19355,A,0.0233042234923
32371,A,0.107961137601
9370,A,0.96167649897
44995,A,0.743323005696
78395,A,0.994186968921
98886,A,0.907012520985
6364,A,0.950731061024
96637,A,0.0106706219522
8007,A,0.20630364467
68662,A,0.160526124861
84129,A,0.720790539366
28419,A,0.977206909845
36223,A,0.553153504158
89997,A,0.0930069830742
2014,A,0.000918192428157
64344,A,0.00245087779699
27605,A,0.805362602078
75725,A,0.0459335940877
13703,A,1.17210456428e-05
56579,A,0.996240153901
71352,A,0.698767740658
30580,A,0.349486154149
61719,A,0.961176116998
46701,A,0.0994060968623
58792,A,0.0903971458778
21795,A,0.983542744559
89821,A,0.704364997135
40888,A,0.397770894706
61276,A,0.843665506351
21635,A,0.992366366726
39822,A,0.766613004803
56597,A,0.0948264138721
89350,A,0.00314961857775
54128,A,0.994728171528
48435,A,0.000730728011843
16642,A,0.908549900904
97330,A,0.771945850654
43863,A,0.0216311684481
63177,A,0.884164023207
72054,A,1.8168496336e-07
5435,A,0.403986392046
34168,A,0.991704467669
99214,A,0.950583574701
55216,A,0.996811940585
91361,A,0.999444902717
88552,A,0.0165873036043
16461,A,0.986367523863
62843,A,0.878016970271
9365,A,0.517891870006
3919,A,0.524117709919
3475,A,0.805691588157
28437,A,4.03767690419e-06
65891,A,0.964089254728
16408,A,0.0492909443731
80229,A,1.48270672043e-05
80092,A,0.988859001302
9034,A,0.102844693684
95006,A,0.0054608960124
26614,A,0.000752709900298
14155,A,0.719015028236
175,A,0.976881502645
11855,A,0.98554090521
87429,A,0.758316885362
19276,A,0.999482523185
28524,A,4.51150931641e-05
52062,A,0.955830285911
54837,A,0.530711456958
50411,A,0.996857371124
15859,A,0.985652216041
6544,A,0.431129213424
63085,A,0.767477880992
93525,A,0.816672182755
7089,A,0.890539178912
29028,A,0.0115486132517
10228,A,0.000311966157755
11000,A,0.147682177702
39317,A,0.0509785410938
53722,A,2.46982153941e-09
22735,A,2.07901102329e-06
86326,A,2.16640730058e-06
13015,A,0.986948546052
83434,A,0.640250191497
95951,A,0.43971365034
35789,A,0.969293810008
92070,A,0.102595266923
29877,A,0.0144585468285
11670,A,0.349155652306
30491,A,0.6117156056
78548,A,0.999461214876
70612,A,0.965475027157
44361,A,0.110678486527
77828,A,0.998669229441
72156,A,0.995053834305
86101,A,0.208351265126
75241,A,0.472096201655
35530,A,0.973600425423
42407,A,0.0162454591875
22616,A,0.345905876854
29041,A,0.984372863197
69778,A,0.00826801290126
75084,A,0.322813833415
30574,A,0.249384259726
80716,A,0.0988592328219
87892,A,0.868934458311
91269,A,0.0400615915348
91947,A,0.000185585772025
45831,A,0.779973188143
98482,A,0.0178392668364
28179,A,0.787725538004
98825,A,0.0020645914231
1101,A,8.84436839379e-05
2241,A,7.09268098163e-07
25718,A,0.998591126584
30902,A,0.992427646944
8423,A,0.992026709763
39033,A,0.995396203635
73916,A,0.951712021365
17478,A,0.695470565994
86283,A,0.000698981051699
41579,A,0.982294698401
84576,A,0.124177066945
63065,A,1.4816219379e-08
68360,A,0.880310750648
44092,A,0.179063418575
13310,A,0.00498433972533
83761,A,0.999929693665
83276,A,0.0128312116433
85353,A,0.930759778923
26791,A,0.976751310085
23898,A,0.0853026798802
62311,A,0.532317630994
31530,A,0.775087924909
89156,A,0.0019911616695
12991,A,0.000961619765082
18332,A,3.61310423975e-05
48546,A,0.564459212933
57081,A,0.633573659767
27653,A,0.00130216572076
52928,A,0.0146449723974
66053,A,0.206479682658
5032,A,0.375348445027
31297,A,0.625763897096
64582,A,0.237296049825
57003,A,0.0846317285525
8274,A,2.55874253186e-06
56312,A,0.501430472083
97874,A,0.00531250265348
16559,A,4.18292273104e-06
17203,A,0.987586278377
36667,A,0.0275741842822
80486,A,3.68942116343e-08
76722,A,0.00010818518419
47789,A,1.61672883325e-06
70456,A,0.0531854801109
47415,A,0.00297788756044
12804,A,0.00227713856668
83822,A,0.998762644221
32238,A,0.867628791293
54601,A,0.0889371639101
94263,A,0.000284032032606
85685,A,0.000351543631256
10657,A,0.591139213383
74097,A,7.8664478371e-07
86562,A,0.0600454287176
12410,A,0.0190217900884
26132,A,0.79438845522
83577,A,0.300133327532
19690,A,0.998650398176
52773,A,0.266974996009
49483,A,0.101840757769
16719,A,0.835213560307
20322,A,0.0088913568066
47897,A,0.782511017925
73692,A,0.795124168298
31916,A,0.993744169113
68075,A,0.863069974434
93627,A,0.953386021316
84374,A,0.997887860666
63891,A,0.00155520262413
59028,A,3.58588312184e-09
43003,A,0.515456226102
95033,A,0.506797874036
48279,A,0.0625409228566
71913,A,0.988585493209
91196,A,1.50664069394e-09
46483,A,0.99985791983
28667,A,0.0150382726752
23079,A,0.995619717502
58649,A,3.86605619966e-06
64041,A,8.29421522575e-05
55689,A,4.5967820441e-06
81716,A,0.961414222244
58514,A,0.0815140277557
20052,A,0.877117367358
53456,A,0.999890954574
2512,A,0.174214089889
86890,A,3.17222633676e-05
81192,A,0.97320368065
